Cluster ID,productname,productvendor,productversion
54,Oracle.Org.Apache.Httpcomponents.Httpcore (Tl),Oracle,4.x
35,Apache Jmeter,Apache Software Foundation,2.x
32,Shared.Tp.Aurora.Apache.Axis2-4.0-Core-Nu,SAP BusinessObjects,14.x
32,Shared.Tp.Aurora.Apache.Axis2.Bundle-4.0-Core-Nu,SAP BusinessObjects,14.x
32,Shared.Tp.Aurora.Apache.Httpcomponents.Httpclient-4.0-Core-Nu,SAP BusinessObjects,14.x
32,Shared.Tp.Aurora.Apache.Httpcomponents.Httpcore-4.0-Core-Nu,SAP BusinessObjects,14.x
32,Shared.Tp.Aurora.Apache.Poi.Java-4.0-Core-Nu,SAP BusinessObjects,14.x
32,Shared.Tp.Aurora.Apache.Rampart-4.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Abdera.Boeclient-1.1.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Abdera.Bundle.Biprs-1.1.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Abdera.License-1.1.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Ant-1.7.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Commons.Java-3.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Commons.Java.Boe-3.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Commons.Java.Classes-3.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Cxf.Boeclient-2.3.8-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Cxf.Bundle.Biprs-2.3.8-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Cxf.License-2.3.8-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Derby-10.2.2.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Derby.Boe-10.2.2.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Derby.Classes-10.2.2.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Guice-1.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Log4J-1.2.6_Sap.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Log4J.Boe-1.2.6_Sap.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Log4J.Bundle-1.2.6_Sap.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Log4J.Classes-1.2.6_Sap.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Log4J.Nteventlogappender-1.2.6_Sap.1-Core-,SAP BusinessObjects,14.x
36,Tp.Apache.Log4Net-1.2.10-Core-,SAP BusinessObjects,14.x
36,Tp.Apache.Xalan.Cpp-1.10.0-Core-,SAP BusinessObjects,14.x
36,Tp.Apache.Xalan.Java-2.5.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xalan.Java.Boe-2.5.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xalan.Java.Classes-2.5.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xbean-2.1.0-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Cpp-2.1.0-Core-,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Cpp-2.7.0-Core-,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Java-2.6.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Java-2.9.1-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Java.Boe-2.6.2-Core-Nu,SAP BusinessObjects,14.x
36,Tp.Apache.Xerces.Java.Classes-2.6.2-Core-Nu,SAP BusinessObjects,14.x
35,Apache Http Server,Apache Software Foundation,2.x
37,Apache Http Server 1 Os,Apache Software Foundation,1.x
35,Apache 2 Os,Apache Software Foundation,2.x
40,Apache Web Server,Oracle,11.x
211,Apache Common Logging,"Sun Microsystems, Inc.",7.x
37,Apache Configuration For Oracle Java Server Pages,Oracle,1.x
212,Apache Configuration For Oracle Xml Developer'S Kit,Oracle,9.x
37,Apache Jserv,Oracle,1.x
40,Apache Web Server (Root),"Sun Microsystems, Inc.",11.x
40,Apache Web Server (Usr),"Sun Microsystems, Inc.",11.x
40,Apache Web Server Documentation,"Sun Microsystems, Inc.",11.x
37,Apache Web Server Files,Oracle,1.x
41,"Internet Printing Protocol(Ipp) Listener, (Root)","Sun Microsystems, Inc.",13.x
213,Apache Module For Oracle Distributed Authoring And Versioning,Oracle,10.x
35,Apache-Prefork 2 Os,Apache Software Foundation,2.x
35,Apache2 2 Os,Apache Software Foundation,2.x
35,Apache-Utils  Os,Freeware,2.x
42,Apr,"Red Hat, Inc.",1.x
42,Apr-Util,"Red Hat, Inc.",1.x
214,Mod_Ssl,"Red Hat, Inc.",2.x
35,Apache Http Server 2Os,Apache Software Foundation,2.x
35,Apache2-Prefork,"SUSE LINUX Products GmbH, Nuernberg, Germany",2.x
35,Apache2-Utils,"SUSE LINUX Products GmbH, Nuernberg, Germany",2.x
43,Libapr-Util,"SUSE LINUX Products GmbH, Nuernberg, Germany",1.x
43,Libapr,"SUSE LINUX Products GmbH, Nuernberg, Germany",1.x
40,Apache Ant,Oracle,11.x
40,Apache Standard C++ Library,Oracle,11.x
40,Apache Standard C++ Library 11 Os,Apache Software Foundation,11.x
37,Apache Ant,Apache Software Foundation,1.x
35,Apache,The Apache Group,2.x
38,Apache Common Logging,"Sun Microsystems, Inc.",8.x
41,Internet Printing Protocol(Ipp) Listener Module (/Usr),"Sun Microsystems, Inc.",13.x
37,Apache_Reverse_Proxy,HP,1.x
215,Httpdebuggerpro,HttpDebugger.com,8.x
216,Mod_Dav_Svn,"Red Hat, Inc.",1.x
217,Mod_Auth_Mellon,"Red Hat, Inc.",0.x
44,Httpd-Devel,"Red Hat, Inc.",2.x
44,Httpd,"Red Hat, Inc.",2.x
44,Httpd-Tools,"Red Hat, Inc.",2.x
44,Httpd-Tools 2 Os,Apache Software Foundation,2.x
44,Httpd 2 Os,Apache Software Foundation,2.x
218,Opswnginx,Hewlett-Packard,60.x
55,Microsoft Asp.Net Core Module For Iis,Microsoft,12.x
55,Microsoft Asp.Net Core Module V2 For Iis Express,Microsoft,13.x
55,Microsoft Asp.Net Core Module For Iis Express,Microsoft,12.x
45,Application Initialization For Iis,Microsoft,7.x
219,Setup.Engine.Iis7-4.0-Core-,SAP BusinessObjects,14.x
220,Iis 10.0 Express,Microsoft,10.x
46,Iis State,Microsoft,3.x
221,Iis Tinyget,Microsoft,5.x
46,Iis Configuration,Matrikon Inc.,3.x
69,Microsoft External Cache Version 1 For Iis,Microsoft,1.x
69,Microsoft Web Farm Framework Version 1 For Iis,Microsoft,1.x
55,Microsoft Application Request Routing For Iis,Microsoft,2.x
69,Microsoft External Cache For Iis 7,Microsoft,1.x
69,Microsoft Web Farm Framework For Iis,Microsoft,1.x
222,Iis 8.0 Express,Microsoft,8.x
223,Iis Advanced Logging,Microsoft,1.x
224,Rsa Authentication Agent For Web For Iis,RSA Security Inc.,7.x
225,Arr Helper For Iis,Microsoft,1.x
45,Application Initialization 1.0 For Iis,Microsoft,7.x
226,Netiq Appmanager For Microsoft Internet Information Services (Iis),"NetIQ Corporation, Inc.",
227,Iis 6.0 Resource Kit Tools,Microsoft,6.x
228,Iis Url Rewrite Module,Microsoft,7.x
229,Internet Information Server 10.0 Express,Microsoft,10.x
47,Internet Information Server 8.0 Express,Microsoft,8.x
47,Internet Information Server,Microsoft,8.x
230,Internet Information Server,Microsoft,7.x
231,Oracle Iplanet Web Server,Oracle,7.x
